| ra_number  |of_number  |se_number  |race_id|office_id|ra_num_winners|rt_number  |rt_party_name|of_description  |ot_number  |ot_name |se_name |of_scope|race_order |el_date |ra_uncontested|ra_tabulate|st_postal|ra_national_b|
|  18015|  18007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |360|20101102| 0|  1|KY   |1|
|  18622|  18002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |190|20101102| 0|  1|KY   |1|
|  18624|  18003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |220|20101102| 0|  1|KY   |1|
|  18783|  18205|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |180|20101102| 0|  1|KY   |1|
|  19932|  19001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |260|20101102| 0|  1|LA   |1|
|  20048|  19002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |280|20101102| 0|  1|LA   |1|
|  20049|  19003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |290|20101102| 0|  1|LA   |1|
|  20050|  19004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |310|20101102| 0|  1|LA   |1|
|  20051|  19005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |320|20101102| 0|  1|LA   |1|
|  20052|  19006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |350|20101102| 0|  1|LA   |1|
|  20053|  19007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |360|20101102| 0|  1|LA   |1|
|  20054|  19008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |370|20101102| 1|  0|LA   |1|
|  20644|  20001|  1|G  |H| 1|  7| |Portland and South  |  3|U.S. House  |District 1  |L   |270|20101102| 0|  1|ME   |1|
|  20645|  20002|  2|G  |H| 1|  7| |North State |  3|U.S. House  |District 2  |L   |300|20101102| 0|  1|ME   |1|
|  20646|  20003|  0|G  |G| 1|  7| ||  4|Governor||S   |220|20101102| 0|  1|ME   |1|
|  21227|  20469|  1|G  |I| 1| 13| || 42|Question|1 - Oxford County Casino|S   |   7211|20101102| 0|  1|ME   |1|
|  21744|  21390|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |166|20101102| 0|  1|MD   |1|
|  21746|  21000|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |270|20101102| 0|  1|MD   |1|
|  21749|  21001|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |280|20101102| 0|  1|MD   |1|
|  21752|  21002|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |290|20101102| 0|  1|MD   |1|
|  21754|  21003|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |420|20101102| 0|  1|MD   |1|
|  21757|  21004|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |430|20101102| 0|  1|MD   |1|
|  21760|  21005|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |440|20101102| 0|  1|MD   |1|
|  21762|  21006|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |450|20101102| 0|  1|MD   |1|
|  21764|  21007|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |480|20101102| 0|  1|MD   |1|
|  22091|  21008|  0|G  |G| 1|  7| ||  4|Governor||S   |165|20101102| 0|  1|MD   |1|
|  22947|  22002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |300|20101102| 0|  1|MA   |1|
|  22948|  22003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |320|20101102| 0|  1|MA   |1|
|  22949|  22004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |340|20101102| 0|  1|MA   |1|
|  22950|  22005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |360|20101102| 0|  1|MA   |1|
|  22952|  22007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |400|20101102| 0|  1|MA   |1|
|  22953|  22008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |420|20101102| 0|  1|MA   |1|
|  22954|  22009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |440|20101102| 1|  0|MA   |1|
|  22956|  22011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |480|20101102| 0|  1|MA   |1|
|  22957|  22013|  0|G  |G| 1|  7| ||  4|Governor||S   |180|20101102| 0|  1|MA   |1|
|  23805|  23002|  1|G  |H| 1|  7| |UP-Northern Lower Pen   |  3|U.S. House  |District 1  |L   |290|20101102| 0|  1|MI   |1|
|  23806|  23003|  2|G  |H| 1|  7| |Western Lower Michigan  |  3|U.S. House  |District 2  |L   |300|20101102| 0|  1|MI   |1|
|  23807|  23004|  3|G  |H| 1|  7| |WCentral Lower Michigan |  3|U.S. House  |District 3  |L   |310|20101102| 0|  1|MI   |1|
|  23808|  23005|  4|G  |H| 1|  7| |Central Michigan|  3|U.S. House  |District 4  |L   |320|20101102| 0|  1|MI   |1|
|  23809|  23006|  5|G  |H| 1|  7| |East Central Michigan   |  3|U.S. House  |District 5  |L   |330|20101102| 0|  1|MI   |1|
|  23810|  23007|  6|G  |H| 1|  7| |Southwestern Michigan   |  3|U.S. House  |District 6  |L   |340|20101102| 0|  1|MI   |1|
|  23811|  23008|  7|G  |H| 1|  7| |South Central Michigan  |  3|U.S. House  |District 7  |L   |350|20101102| 0|  1|MI   |1|
|  23812|  23009|  8|G  |H| 1|  7| |Mid-Michigan|  3|U.S. House  |District 8  |L   |360|20101102| 0|  1|MI   |1|
|  23813|  23010|  9|G  |H| 1|  7| |Central-Eastern Oakland |  3|U.S. House  |District 9  |L   |370|20101102| 0|  1|MI   |1|
|  23814|  23011| 10|G  |H| 1|  7| |Michigan Thumb  |  3|U.S. House  |District 10 |L   |380|20101102| 0|  1|MI   |1|
|  23815|  23012| 11|G  |H| 1|  7| |Western Oakland-Wayne   |  3|U.S. House  |District 11 |L   |390|20101102| 0|  1|MI   |1|
|  23816|  23013| 12|G  |H| 1|  7| |Southern Macomb-Oakland |  3|U.S. House  |District 12 |L   |400|20101102| 0|  1|MI   |1|
|  23817|  23014| 13|G  |H| 1|  7| |Eastern Wayne   |  3|U.S. House  |District 13 |L   |410|20101102| 0|  1|MI   |1|
|  23818|  23015| 14|G  |H| 1|  7| |Central Wayne   |  3|U.S. House  |District 14 |L   |420|20101102| 0|  1|MI   |1|
|  23819|  23016| 15|G  |H| 1|  7| |Southern Wayne  |  3|U.S. House  |District 15 |L   |430|20101102| 0|  1|MI   |1|
|  23865|  22010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |460|20101102| 0|  1|MA   |1|
|  24007|  24002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |280|20101102| 0|  1|MN   |1|
|  24010|  24003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |290|20101102| 0|  1|MN   |1|
|  24013|  24004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |300|20101102| 0|  1|MN   |1|
|  24016|  24005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |310|20101102| 0|  1|MN   |1|
|  24019|  24006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |320|20101102| 0|  1|MN   |1|
|  24022|  24007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |330|20101102| 0|  1|MN   |1|
|  24025|  24008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |340|20101102| 0|  1|MN   |1|
|  24028|  24009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |350|20101102| 0|  1|MN   |1|
|  24074|  23020|  0|G  |G| 1|  7| ||  4|Governor||S   |130|20101102| 0|  1|MI   |1|
|  24356|  22006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |380|20101102| 0|  1|MA   |1|
|  24533|  23376|  0|G  |I| 1| 13| || 40|Proposal|10-2 - Felon Politician Ban |S   |   5682|20101102| 0|  1|MI   |1|
|  24704|  24010|  0|G  |G| 1|  7| ||  4|Governor||S   |460|20101102| 0|  1|MN   |1|
|  25929|  25003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |210|20101102| 0|  1|MS   |1|
|  26023|  26004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |560|20101102| 0|  1|MO   |1|
|  26025|  26005|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |610|20101102| 0|  1|MO   |1|
|  26027|  26006|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |670|20101102| 0|  1|MO   |1|
|  26029|  26007|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |720|20101102| 0|  1|MO   |1|
|  26031|  26008|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |770|20101102| 0|  1|MO   |1|
|  26033|  26009|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |830|20101102| 0|  1|MO   |1|
|  26035|  26010|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |831|20101102| 0|  1|MO   |1|
|  26037|  26011|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |920|20101102| 0|  1|MO   |1|
|  26486|  25002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |170|20101102| 0|  1|MS   |1|
|  26488|  25004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |250|20101102| 0|  1|MS   |1|
|  26489|  25005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |280|20101102| 0|  1|MS   |1|
|  27004|  27002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |230|20101102| 0|  1|MT   |1|
|  27023|  26343|  0|G  |S| 1|  7| ||  2|U.S. Senate |2010|S   |120|20101102| 0|  1|MO   |1|
|  27025|  26345|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |530|20101102| 0|  1|MO   |1|
|  28006|  28005|  0|G  |G| 1|  7| ||  4|Governor||S   |365|20101102| 0|  1|NE   |1|
|  28301|  27345|  0|G  |I| 1| 13| |-Int, Fees, Charges | 39|Initiative  |I - 164 Payday Loans|S   |703|20101102| 0|  1|MT   |1|
|  28382|  28002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |300|20101102| 0|  1|NE   |1|
|  28384|  28004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |360|20101102| 0|  1|NE   |1|
|  28385|  28003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |330|20101102| 0|  1|NE   |1|
|  29861|  29002|  0|G  |G| 1|  7| ||  4|Governor||S   |460|20101102| 0|  1|NV   |1|
|  30005|  30004|  0|G  |G| 1|  7| ||  4|Governor||S   |220|20101102| 0|  1|NH   |1|
|  30015|  30002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |330|20101102| 0|  1|NH   |1|
|  30017|  30003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |390|20101102| 0|  1|NH   |1|
|  30155|  29174|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |390|20101102| 0|  1|NV   |1|
|  30323|  29245|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |200|20101102| 0|  1|NV   |1|
|  30911|  29509|  1|G  |I| 1| 13| || 42|Question|4 - Eminent Domain  |S   |573|20101102| 0|  1|NV   |1|
|  31202|  31116|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |210|20101102| 0|  1|NJ   |1|
|  31205|  31117|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |240|20101102| 0|  1|NJ   |1|
|  31208|  31119|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |300|20101102| 0|  1|NJ   |1|
|  31211|  31120|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |330|20101102| 0|  1|NJ   |1|
|  31212|  31121|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |360|20101102| 0|  1|NJ   |1|
|  31215|  31123|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |420|20101102| 0|  1|NJ   |1|
|  31216|  31118|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |270|20101102| 0|  1|NJ   |1|
|  31218|  31122|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |390|20101102| 0|  1|NJ   |1|
|  31220|  31125| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |480|20101102| 0|  1|NJ   |1|
|  31223|  31127| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |540|20101102| 0|  1|NJ   |1|
|  31226|  31124|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |450|20101102| 0|  1|NJ   |1|
|  31227|  31128| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |570|20101102| 0|  1|NJ   |1|
|  31230|  31126| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |510|20101102| 0|  1|NJ   |1|
|  31459|  30546|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |240|20101102| 0|  1|NH   |1|
|  32005|  32002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |170|20101102| 0|  1|NM   |1|
|  32052|  32004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |190|20101102| 0|  1|NM   |1|
|  32238|  32005|  0|G  |G| 1|  7| ||  4|Governor||S   |820|20101102| 0|  1|NM   |1|
|  33279|  32003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |180|20101102| 0|  1|NM   |1|
|  34969|  34005|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |860|20101102| 0|  1|NC   |1|
|  34973|  34009|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |910|20101102| 0|  1|NC   |1|
|  34975|  34011|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |940|20101102| 0|  1|NC   |1|
|  34977|  34013| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |970|20101102| 0|  1|NC   |1|
|  35342|  35002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |220|20101102| 0|  1|ND   |1|
|  35384|  34001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |120|20101102| 0|  1|NC   |1|
|  35385|  34003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |820|20101102| 0|  1|NC   |1|
|  35386|  34004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |850|20101102| 0|  1|NC   |1|
|  35387|  34006|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |870|20101102| 0|  1|NC   |1|
|  35388|  34007|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |880|20101102| 0|  1|NC   |1|
|  35389|  34008|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |900|20101102| 0|  1|NC   |1|
|  35390|  34010|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |920|20101102| 0|  1|NC   |1|
|  35391|  34012| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |950|20101102| 0|  1|NC   |1|
|  35419|  34184| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |980|20101102| 0|  1|NC   |1|
|  35541|  35244|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |120|20101102| 0|  1|ND   |1|
|  35753|  34280| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |   1000|20101102| 0|  1|NC   |1|
|  36005|  36023|  0|G  |G| 1|  7| ||  4|Governor||S   |120|20101102| 0|  1|OH   |1|
|  36015|  36002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |380|20101102| 0|  1|OH   |1|
|  36019|  36004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |450|20101102| 0|  1|OH   |1|
|  36021|  36005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |480|20101102| 0|  1|OH   |1|
|  36023|  36006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |510|20101102| 0|  1|OH   |1|
|  36025|  36007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |540|20101102| 0|  1|OH   |1|
|  36027|  36008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |570|20101102| 0|  1|OH   |1|
|  36029|  36009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |600|20101102| 0|  1|OH   |1|
|  36031|  36010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |630|20101102| 0|  1|OH   |1|
|  36033|  36011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |670|20101102| 0|  1|OH   |1|
|  36035|  36012| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |700|20101102| 0|  1|OH   |1|
|  36037|  36013| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |730|20101102| 0|  1|OH   |1|
|  36039|  36014| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |770|20101102| 0|  1|OH   |1|
|  36041|  36015| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |800|20101102| 0|  1|OH   |1|
|  36043|  36016| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |830|20101102| 0|  1|OH   |1|
|  36045|  36017| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |870|20101102| 0|  1|OH   |1|
|  36047|  36018| 17|G  |H| 1|  7| ||  3|U.S. House  |District 17 |L   |900|20101102| 0|  1|OH   |1|
|  36049|  36019| 18|G  |H| 1|  7| ||  3|U.S. House  |District 18 |L   |930|20101102| 0|  1|OH   |1|
|  36581|   1111|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |590|20101102| 0|  1|NY   |1|
|  36582|   1112|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |670|20101102| 0|  1|NY   |1|
|  36583|   1113|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |770|20101102| 0|  1|NY   |1|
|  36584|   1114|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |860|20101102| 0|  1|NY   |1|
|  36585|   1115|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |950|20101102| 0|  1|NY   |1|
|  36586|   1116|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |   1010|20101102| 0|  1|NY   |1|
|  36587|   1117|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |   1080|20101102| 0|  1|NY   |1|
|  36588|   1118|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |   1150|20101102| 0|  1|NY   |1|
|  36589|   1119|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |   1250|20101102| 0|  1|NY   |1|
|  36590|   1120| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |   1310|20101102| 0|  1|NY   |1|
|  36591|   1121| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |   1380|20101102| 0|  1|NY   |1|
|  36592|   1122| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |   1450|20101102| 0|  1|NY   |1|
|  36593|   1123| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |   1520|20101102| 0|  1|NY   |1|
|  36594|   1124| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |   1610|20101102| 0|  1|NY   |1|
|  36595|   1125| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |   1690|20101102| 0|  1|NY   |1|
|  36596|   1126| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |   1780|20101102| 0|  1|NY   |1|
|  36597|   1127| 17|G  |H| 1|  7| ||  3|U.S. House  |District 17 |L   |   1840|20101102| 0|  1|NY   |1|
|  36598|   1128| 18|G  |H| 1|  7| ||  3|U.S. House  |District 18 |L   |   1930|20101102| 0|  1|NY   |1|
|  36599|   1129| 19|G  |H| 1|  7| ||  3|U.S. House  |District 19 |L   |   2000|20101102| 0|  1|NY   |1|
|  36600|   1130| 20|G  |H| 1|  7| ||  3|U.S. House  |District 20 |L   |   2090|20101102| 0|  1|NY   |1|
|  36601|   1131| 21|G  |H| 1|  7| ||  3|U.S. House  |District 21 |L   |   2170|20101102| 0|  1|NY   |1|
|  36602|   1132| 22|G  |H| 1|  7| ||  3|U.S. House  |District 22 |L   |   2230|20101102| 0|  1|NY   |1|
|  36603|   1133| 23|G  |H| 1|  7| ||  3|U.S. House  |District 23 |L   |   2320|20101102| 0|  1|NY   |1|
|  36604|   1134| 24|G  |H| 1|  7| ||  3|U.S. House  |District 24 |L   |   2380|20101102| 0|  1|NY   |1|
|  36605|   1135| 25|G  |H| 1|  7| ||  3|U.S. House  |District 25 |L   |   2450|20101102| 0|  1|NY   |1|
|  36606|   1136| 26|G  |H| 1|  7| ||  3|U.S. House  |District 26 |L   |   2540|20101102| 0|  1|NY   |1|
|  36607|   1137| 27|G  |H| 1|  7| ||  3|U.S. House  |District 27 |L   |   2620|20101102| 0|  1|NY   |1|
|  36608|   1138| 28|G  |H| 1|  7| ||  3|U.S. House  |District 28 |L   |   2690|20101102| 0|  1|NY   |1|
|  36609|   1139| 29|G  |H| 1|  7| ||  3|U.S. House  |District 29 |L   |   2770|20101102| 0|  1|NY   |1|
|  36780|  36001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |230|20101102| 0|  1|OH   |1|
|  37030|  37002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |590|20101102| 0|  1|OK   |1|
|  37034|  37004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |670|20101102| 0|  1|OK   |1|
|  37036|  37005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |710|20101102| 1|  0|OK   |1|
|  37258|  36003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |420|20101102| 0|  1|OH   |1|
|  37855|  37003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |630|20101102| 0|  1|OK   |1|
|  37856|  37006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |760|20101102| 0|  1|OK   |1|
|  37857|  37008|  0|G  |G| 1|  7| ||  4|Governor||S   |140|20101102| 0|  1|OK   |1|
|  38019|  38007|  0|G  |G| 1|  7| ||  4|Governor||S   |361|20101102| 0|  1|OR   |1|
|  38145|  37383|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |589|20101102| 0|  1|OK   |1|
|  38455|  37428|  1|G  |I| 1| 13| || 42|Question|756 - Health Care   |S   |   6201|20101102| 0|  1|OK   |1|
|  38457|  37430|  0|G  |I| 1| 13| || 42|Question|746 - Voter ID  |S   |   6192|20101102| 0|  1|OK   |1|
|  38462|  37434|  0|G  |I| 1| 13| || 42|Question|751 - English Official Language |S   |   6196|20101102| 0|  1|OK   |1|
|  38465|  37437|  0|G  |I| 1| 13| || 42|Question|755 - Ban Intl or Islamic Law   |S   |   6199|20101102| 0|  1|OK   |1|
|  38527|  1|  1|G  |H| 1|  7| |Northwest   |  3|U.S. House  |District 1  |L   |210|20101102| 0|  1|OR   |1|
|  38529|  38003|  2|G  |H| 1|  7| |E and SW|  3|U.S. House  |District 2  |L   |240|20101102| 0|  1|OR   |1|
|  38530|  38004|  3|G  |H| 1|  7| |Portland Area   |  3|U.S. House  |District 3  |L   |270|20101102| 0|  1|OR   |1|
|  38531|  38005|  4|G  |H| 1|  7| |Southwestern|  3|U.S. House  |District 4  |L   |320|20101102| 0|  1|OR   |1|
|  38532|  38006|  5|G  |H| 1|  7| |Willamette and Coast|  3|U.S. House  |District 5  |L   |350|20101102| 0|  1|OR   |1|
|  38808|  38424|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |170|20101102| 0|  1|OR   |1|
|  38983|  38484|  0|G  |I| 1| 13| |Allows Sales|999|Measure |74 - Medical Marijuana  |S   |545|20101102| 0|  1|OR   |1|
|  38984|  38485|  0|G  |I| 1| 13| |Authorizes Casino   |999|Measure |75 - Multnomah Casino   |S   |546|20101102| 0|  1|OR   |1|
|  39002|  39001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20101102| 0|  1|PA   |1|
|  39008|  39002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |560|20101102| 1|  0|PA   |1|
|  39010|  39004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |660|20101102| 0|  1|PA   |1|
|  39011|  39005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |670|20101102| 0|  1|PA   |1|
|  39012|  39006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |720|20101102| 0|  1|PA   |1|
|  39013|  39007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |750|20101102| 0|  1|PA   |1|
|  39014|  39008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |780|20101102| 0|  1|PA   |1|
|  39015|  39009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |810|20101102| 0|  1|PA   |1|
|  39017|  39011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |870|20101102| 0|  1|PA   |1|
|  39018|  39012| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |900|20101102| 0|  1|PA   |1|
|  39019|  39013| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |930|20101102| 0|  1|PA   |1|
|  39020|  39014| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |960|20101102| 0|  1|PA   |1|
|  39021|  39015| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |990|20101102| 0|  1|PA   |1|
|  39022|  39016| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |   1020|20101102| 0|  1|PA   |1|
|  39023|  39017| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |   1050|20101102| 0|  1|PA   |1|
|  39024|  39018| 17|G  |H| 1|  7| ||  3|U.S. House  |District 17 |L   |   1080|20101102| 0|  1|PA   |1|
|  39025|  39019| 18|G  |H| 1|  7| ||  3|U.S. House  |District 18 |L   |   1110|20101102| 0|  1|PA   |1|
|  39026|  39020| 19|G  |H| 1|  7| ||  3|U.S. House  |District 19 |L   |   1140|20101102| 0|  1|PA   |1|
|  39241|   2005|  2|G  |S| 1|  7| ||  2|U.S. Senate |Unexpired Term  |S   |403|20101102| 0|  1|NY   |1|
|  39242|   2040|  0|G  |S| 1|  7| ||  2|U.S. Senate |Full Term   |S   |402|20101102| 0|  1|NY   |1|
|  39292|  39025|  0|G  |G| 1|  7| ||  4|Governor||S   |200|20101102| 0|  1|PA   |1|
|  39303|  39003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |620|20101102| 0|  1|PA   |1|
|  39760|   1833|  0|G  |G| 1|  7| ||  4|Governor||S   |141|20101102| 0|  1|NY   |1|
|  40005|  40007|  0|G  |G| 1|  7| ||  4|Governor||S   |350|20101102| 0|  1|RI   |1|
|  40015|  40003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |170|20101102| 0|  1|RI   |1|
|  40017|  40004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |180|20101102| 0|  1|RI   |1|
|  40041|  39010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |840|20101102| 0|  1|PA   |1|
|  41002|  41003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |260|20101102| 0|  1|SC   |1|
